schoolName,schoolType,schoolGov,schoolAdresse,schoolPhoneNumber,schoolEmail
Khawarizmi-School,Primaire/Privé,Ben Arous,"Avenue 14 Janvier -  Face au Terminus métro ,Ben Arous",79391000, info@khawarizmi-school.com 
Khaznadar School,Primaire/Privé,Bizerte,"Rue Rmada ,Menzel Bourguiba",50474783, schoolkhaznadar@yahoo.com 
Khaznadar School 2,Primaire/Privé,Bizerte,"12 Rue de Béja ,Menzel Bourguiba",50474783, schoolkhaznadar@yahoo.com 
KHEIREDDINE PACHA,Primaire/Privé,Tunis,"134 Avenue Habib Bougatfa , Bardo ,Tunis",71510005,None
Kid's Paradise,Primaire/Privé,Sousse,"14 Rue Mouez Ibn Badis, Immeuble Zitouna, Khezama ouest ,Sousse",53209070, janet-elatfel@hotmail.fr 
Kids Valley,Primaire/Privé,Ben Arous,"22 Rue Charles Nicole ,Ben Arous",93478330/71381893,None
L'académie Rousseau - Ex Pokémon,Primaire/Privé,Ben Arous,"18 Rue Bretagne ,Hammam Chat",58464630, lacademie_rousseau@hotmail.com 
L'Acadie,Primaire/Privé,Sousse,"Route touristique El Kantaoui ,Sousse",98779977,None
L'ACADIE : Ecole Canadienne de Sousse,Primaire/Privé,Sousse,"Route touristique, El Kantaoui ,Hammam sousse",98779977, contact@acadie.com.tn 
L'avenir,Secondaire/Privé,Bizerte,"171, Avenue Hassan Nourri ,Bizerte",93906726/52106679/50123789, contact@avenir-college.tn 
L'avenir-Almostakbel,Primaire/Privé,Zaghouan,"Al Fahes ,Zaghouan",52986679, ecolelavenir@gmail.com 
L'école,Primaire/Privé,Ariana,"48, Rue aristote Cite la Gazelle ,Ariana",29011004, sanscartable@gmail.com 
L'Ecole Primaire Privée Charles Perrault,Primaire/Privé,Tunis,"87 lotissement Bousselmi Diar Ben Mahmoud Al Agba ,Tunis",23076064, lecoleprimairedeperrault@gmail.com 
L'Elite,Primaire/Privé,Bizerte,"Aïn Mariem ,Bizerte",20007300, contact@lelite.tn 
L'Elite,Primaire/Privé,Manouba,"Rue ksar Said Cité Amal ,Manouba",53741104, ennokhba.am@gmail.com 
L'Enfant Leader,Primaire/Privé,Ariana,"39 rue des roses Riadh Andalous ,Ariana",29515301, contact.ecole@educationabm.org 
L'ERUDIT,Primaire/Privé,Nabeul,"Avenue Dali jazi route hammamet ,Nabeul",98651872, ecolelerudit@gmail.com 
L'essor,Secondaire/Public,Tunis,"35 RUE LENINE  Republique ,Tunis",71259584,None
L'étoile du savoir,Primaire/Privé,Sousse,"Intersection Rte ceinture et GP1 , en face de zaoui meubles.Imm-Ghedamsi ,Sousse",21906040, letoiledusavoirsousse@gmail.com 
l'Excellence,Primaire/Public,Mahdia,"Avenue Habib Bourguiba, à coté de l'UBCI ,Mahdia",55206779/26296600,None
L'Excellence,Primaire/Privé,Mahdia,"Rue Des Fleurs, Rjiche ,Mahdia",51967982, attafaoukscool@gmail.com 
l'excellence,Primaire/Privé,Kasserine,"Rue Indergandy, quartier Al-Salam ,Kasserine",98948406,None
L'excellence School,Primaire/Privé,Sfax,"route manzel chaker km1 en face de lycée 20 mars ,Sfax",74246632,None
L'Horizon Metlaoui,Primaire/Privé,Gafsa,"Cité Président ,Métlaoui",20352798,None
L'Idéal School Ksour Essef,Primaire/Privé,Mahdia,"Route El Fatimi, Rue de Sfax (juste derrière station Agil) ,Ksour Essef",99095505/21334146, idealschoolepp@gmail.com 
L'idéale,Secondaire/Privé,Nabeul,"Rue Béchir Sfar ,Nabeul",98749416/72231660, elghazella@lycee-ideale.com 
L'Idéale El Ghazala,Secondaire/Privé,Ariana,"El Ghazala ,Ariana",98749416, elghazella@lycee-ideale.com 
L'Idole School,Primaire/Privé,Nabeul,"GP1 ,Bouârgoub",99699479/72205025, kodwaschool@gmail.com 
L'Institut de l'Olivier,Supérieur/Public,Sfax,"Route de l’Aéroport, B.P. 1087 ,Sfax",74241240/74241589, bo.iosfax@iresa.agrinet.tn 
L'Institut Supérieur de Gestion de Gabès - ISGG,Supérieur/Public,Gabès,"Rue Jilani Habib ,Gabès",75272280, isggb@isggb.rnu.tn 
l'Internationale,Primaire/Privé,Monastir,"avenue de l'environnement ,Ksar Helal",None,None
L'ODYSSEE,Primaire/Privé,Ariana,"Lotissement n°7, Al Hay Al Jadid, Cité El Ghazela ,Raouède",70934558/70934557,None
L'Olivier,Primaire/Privé,Monastir,"Avenue l'Environnement ,Moknine",54811590,None
L'Université Méditerranéenne,Supérieur/Privé,Tunis,"14-16, Rue Mohamed Badra, Cité Monplaisir ,Tunis",71903215/71902384/71904190, directeur@umlt.ens.tn 
L'Université Méditerranéenne (UMLT Nabeul),Supérieur/Privé,Nabeul,"Rue des princes ,Nabeul",72220507, contact@umltn.tn 
La Brillance,Primaire/Privé,Kasserine,"Rue La Police ,Kasserine",77478660,None
LA CHANDELLE,Primaire/Privé,Ariana,"Rue Abderrazek Karabaka manzah 5 ,Ariana Ville",20703470, ecole.la.chandelle@gmail.com 
La Coupole,Primaire/Privé,Sfax,"Route Menzel Chaker km 2.5 ,Sfax Ville",98413216/98231168/99243256, lacoupole.ecole.primaire@gmail.com 
La Fontaine,Primaire/Privé,Monastir,"Avenue Habib Bourguiba ,Ksar Helal",73451366/54660589,None
La Fontaine,Secondaire/Privé,Ariana,"manzah8 ,Ariana",None,None
La Fontaine Bou Salem,Primaire/Privé,Jendouba,"17 Rue El Quds ,Boussalem",27449183, randagharbisaibi@gmail.com 
La Fontaine Des Sciences,Primaire/Privé,Kairouan,"AFH 3100 ,Kairouan",36176000, fontaine.sciences@gmail.com 
La Fontaine School,Primaire/Privé,Ben Arous,"Route de Fouchena en face de GARTEX ,Ben Arous",98455927/55455927,None
La Joconde,Secondaire/Privé,Ben Arous,"rue Ibn Mandhour , Mourouj 1 ,Ben Arous",71365256, contact@ecolelajoconde.tn 
La Joconde du Lac,Primaire/Privé,Tunis,"Cité les pins Lac 2 ,Tunis",26784002, contact@ecolelajoconde.tn 
La Joconde School,Primaire/Privé,Manouba,"90 Rue de l’indépendance Chebaw Oued Ellil ,Manouba",25215502,None
La Liberté,Secondaire/Public,Manouba,"Cité Rimel ,Tebourba",71530486,None
La Liberté,Secondaire/Public,Kairouan,"CITE ERRAOUDHA ,Sebikha",77365277,None
LA PERLE DE CARTHAGE,Primaire/Privé,Tunis,"Ain Zaghouan Nord ,Tunis",25293999,None
La plume D'or,Primaire/Privé,Sfax,"Route Sokra Km3 ,Sfax",74665254/99495720, contact@laplumedor.tn 
La plume-d'or,Primaire/Privé,Monastir,"rue abdelkrim el oued ,Moknine",73474287, laplumedor.ecole@gmail.com 
La Renaissance,Primaire/Privé,Monastir,"Derriére Le Nouveau Monoprix (Agba) ,Monastir",55889917,None
La Sagesse,Primaire/Privé,Bizerte,"Rue bach hamba ,Bizerte",97216645/27455551,None
La Source,Primaire/Privé,Bizerte,"Cité Nozha 2 ,Menzel Jemil",72492728/24827298/95953237,None
LAMIS SCHOOL,Primaire/Privé,Ariana,"4 avenue el ahram cité el ghazela ,Ariana",26782712, contact@lamischool.com 
Larousse,Primaire/Privé,Mahdia,"Ceinture Ksour Essef Route El Jem ,Ksour Essef",25061108, manellarousse@hotmail.com 
Larus SCHOOL,Primaire/Privé,Tunis,"5, Rue des Mères de Tunisie , El Manar 1 ,Tunis",31535900, contact@larusschoolmanar.com 
LAW & BUSINESS SCHOOL - LBS,Supérieur/Privé,Tunis,"Rue du Lac d’Annecy, Les Berges du Lac ,Tunis",70026426/29310031, contact@lbs.tn 
Le Bahut School,Secondaire/Privé,Tunis,"6 Avenue Mohamed Ali Akid Cité Olympique ,El Menzah",29391652,None
Le Bahut School,Primaire/Privé,Tunis,"6,Avenue Mohamed Ali Akid cité olympique ,El Menzah",29391652, lebahutschool@hotmail.com 
Le Flambeau,Primaire/Privé,Bizerte,"Rue Ennadhour ,Bizerte",97878841/52878845,None
Le Lauréat - Gafsa,Primaire/Privé,Gafsa,"Rue Sanaa cité Ennour ,Gafsa Sud",76222111,None
LE NOUVEL HORIZON,Primaire/Privé,Ariana,"34 Ammar Dakleoui cité el Ghazella (près de l'école étatique el Farabi) ,Raouède",29392808/97684184,None
Le Paradis,Primaire/Privé,Manouba,"12 Avenue de l'Environnement ,Manouba",22552704/71607911, ecoleprimaire.leparadis@topnet.tn 
Le Petit Archimède,Primaire/Privé,Monastir,"Av. Mendès France - Skanes ,Monastir",73908256, lepetitarchimede@yahoo.fr 
Le Petit Prince,Primaire/Privé,Médenine,"Djerba ,Mednine Sud",20420501/75659219,None
Le Petit Prince Mahres,Primaire/Privé,Sfax,"Avenue Habib Bourguiba ,Mahrès",24282323, bibiwissal@gmail.com 
Le petit prince Sahloul,Primaire/Privé,Sousse,"Av Mongi Grira Sahloul 3 ,Sousse",98402595, mtr.nourimelki@gmail.com 
Le petit prince Sahloul,Secondaire/Privé,Sousse,"Av Mongi Grira Sahloul 3 ,Sousse",98402595, mtr.nourimelki@gmail.com 
Leader Collège et Lycée,Secondaire/Privé,Ariana,"Rue Massoudi Chotrana 3 ,Soukra",56373839, inscription@cplp-leaders.tn 
Leader Kid,Primaire/Privé,Sfax,"Route Afrane Km2 ,Sfax",74610762/29538411,None
Leaders Kairouan,Primaire/Privé,Kairouan,"Cité Mansourah, Rue Al-Ward, en face de l'usine de tabac ,Kairouan",21466311, lppsk@outlook.com 
Leaders Of The Future,Primaire/Privé,Sousse,"37 street Choura Hay Riadh ,Sousse",73302002, leaderserriadh@yahoo.com 
LEADERS SCHOOL,Primaire/Privé,Sousse,"Rue El Wouroud route Stade Sportif ,Msaken",73267083/97644729, leaders.school.contact@gmail.com 
Leaders University,Supérieur/Privé,Nabeul,"Avenue Ali Balhouane ,Nabeul",72222000, contact@leaders-university.net 
LES BOURGEONS,Primaire/Privé,Ben Arous,"4 Rue de Lisbonne - Mourouj 4 ,Mourouj",71471489/98471138, alimhamdi@gmail.com 
les collines,Primaire/Privé,Kasserine,"Cité Olympique ,Kasserine",77411811, collines2016@gmail.com 
LES Elites,Primaire/Privé,Kasserine,"avenue douleb ,Kasserine",None,None
Les Elites,Primaire/Privé,Médenine,"À proximité de la protection civile ,Mednine Nord",27107004,None
Les Elites d'Alyssa,Primaire/Privé,Bizerte,"Avenue Sadok Ajabi ,Mateur",72486080, alyssam2014@outlook.fr 
Les Elites De Demain,Primaire/Privé,Kasserine,"Cité Erriyadh 2 ,Sbiba",20581928,None
Les Elites De Demain,Primaire/Privé,Gafsa,"En face de la base militaire aérienne, Cité de l'aéroport ,Gafsa",76217553,None
Les Elites School,Primaire/Privé,Ben Arous,"7 Rue Habib Thameur, Rades ,Ben Arous",71443423, ecole.leselites@hotmail.com 
Les épis de l'espoir,Primaire/Privé,Ariana,"El Menzah ,Ariana",21087150/71753572,None
Les établissements Gustave Flaubert Maternelle et Primaire - el Agba,Primaire/Privé,Manouba,"59 Zone industrielle el Agba ,Manouba",54488244, flaubertschool@gmail.com 
Les étoiles d’or,Primaire/Privé,Tunis,"18 Rue des usines zone d'activité Kheireddine LAC III ,Tunis",92433534, lesetoiles.dor.lac3@gmail.com 
Les Génies,Primaire/Privé,Bizerte,"Cité Al Baten, Rue Ghana ,Menzel Jemil",71372852,None
Les Génies,Primaire/Privé,Kairouan,"Rue Haffouz, Quartier Mongi Slim ,Kairouan",77308258,None
Les Génies De La Forêt,Primaire/Privé,Tunis,"17, Rue Ahmed Messkaweyh cité avicenne El Wardiya ,Kabaria",71372852,None
Les Génies Jendouba,Primaire/Privé,Jendouba,"Rue Boulbeba Lansari , cité Romette ,Jendouba",78611131,None
Les Horizons,Primaire/Privé,Bizerte,"Dh'har El Kodia, Rue de l'école ,Bizerte",96517108, ecoleleshorizons2017@gmail.com 
Les Leaders,Primaire/Privé,Kairouan,"Rue de la Victoire ,Kairouan",21466311, lppsk@outlook.com 
Les Maristes,Secondaire/Privé,Ariana,"1, Rue Touhemi Nagra ,Ariana",71811380,None
Les Maristes,Primaire/Privé,Tunis,"5 Rue d'Algérie ,Alhrairia",71322238, esl@eslmaristes.org 
Les Petits-Grands,Primaire/Privé,Sousse,"Rue Sidi El Barrak Cité Erriadh ,Sousse",73301933, les.petits.grands@gmail.com 
Les Talents ( AL Maweheb ),Primaire/Privé,Tunis,"Khaznadar ,Tunis",71502745/28057209, almaweheb@gmail.com 
Les Trois Colombes,Primaire/Privé,Ben Arous,"Route Intercommunale par la route Z4 Mégrine ,Ben Arous",95654422, lestrois_colombes@yahoo.fr 
Luqman Primary School,Primaire/Privé,Tunis,"Zone nord-ouest, berges du Lac En face du park expositions ,Le Kram",71180130/20002233/20002244, contact@lh-school.org 
Lycée 02 mars 1934 Sidi Bouzid,Secondaire/Public,Sidi Bouzid,"Cité Agricole ,Sidi Bouzid",76632915, wjhbadr@hotmail.fr 
Lycée 15 Novembre 1955,Secondaire/Public,Sfax,"Route El Ain ,Sfax",74240865,None
Lycée 18 janvier 1952 Jebeniana,Secondaire/Public,Sfax,"Rue Moufida Bourguiba, Jebeniana ,Sfax",74880040,None
Lycée 2 Mars 1934 Bèja,Secondaire/Public,Béja,"Rue la Liberté Goubellat ,Béja",78585101,None
Lycée 2 Mars 1934 la Goulette,Secondaire/Public,Tunis,"Rue 2 Mars 1934, La Goulette 5 ,Tunis",71735469,None
Lycée 2 Mars 1934 Tabraka,Secondaire/Public,Jendouba,"El Houamdia, Tabarka ,Jendouba",78670374,None
Lycée 2 mars Dgueche,Secondaire/Public,Tozeur,"Le nouveau quartier, Route Tozeur, Dgueche ,Tozeur",76420290,None
Lycée 20 mars 1956 Saida,Secondaire/Public,Sidi Bouzid,"Saida ,Sidi Bouzid",76670150,None
Lycée 20 mars 1956 Sfax,Secondaire/Public,Sfax,"Rue Abou Bakr Esseddik ,Sfax",53263235,None
Lycée 25 Juillet 1957 Sfax,Secondaire/Public,Sfax,"Route Tunis Km 4 ,Sfax",74232017,None
Lycée 36,Secondaire/Public,Tunis,"Cité Olympique-Cité El Khadra ,Tunis",71772364/31221453,None
Lycée 7 Avril 1943 Menzel Temime Nabeul,Secondaire/Public,Nabeul,"Rue 7 Avril 1943, Manzel Temime ,Nabeul",72300310,None
Lycée 9 Avril 1938,Secondaire/Public,Jendouba,"Avenue 9 Avril ,Jendouba",78603129,None
Lycée 9 Avril 1938 Sfax,Secondaire/Public,Sfax,"Rue de l'Algerie ,Sfax",74220512,None
Lycée Abou Al Hassen Al Lakhmi,Secondaire/Public,Sfax,"Rue Soukra, Cité Al Habib ,Sfax",74247766,None
Lycée Abou Ishak Jbeniani,Secondaire/Public,Sfax,"Route Al Louza ,Sfax",74881571,None
Lycée Abou Kacem Chebbi,Secondaire/Public,Ben Arous,"Mornag ,Ben Arous",71301718,None
Lycée Abou Kacem Chebbi,Secondaire/Public,Ariana,"Avenue 14 Janvier ,Ariana",71547402,None
Lycée Abou Kacem Chebbi,Secondaire/Public,Sfax,"Route Teniour Km 8.5 ,Sfax",74846089,None
Lycée Abou Kacem Chebbi Gafsa,Secondaire/Public,Gafsa,"Cité les jeunnes ,Gafsa",76224985,None
Lycée Abou Kacem Chebbi Ghardimaou,Secondaire/Public,Jendouba,"Avenue Khmais Hajri ,Jendouba",78661387,None
Lycée Abou Kacem Chebbi Mjez El Beb,Secondaire/Public,Béja,"Rue Gublatte, Mjez El Beb ,Béja",78560400,None
Lycée Abou Kacem Chebbi Tozeur,Secondaire/Public,Tozeur,"El Chebbeya ,Tozeur",76453422,None
Lycée Agareb,Secondaire/Public,Sfax,"Rue Habib Bourguiba, Agareb ,Sfax",97055163/74271053,None
Lycée Agareb 2,Secondaire/Public,Sfax,"Saoualem, Agareb ,Sfax",74644100,None
Lycée Ahd Al Jedid,Secondaire/Public,Nabeul,"Boulevard du 14 Janvier, Bouargoub ,Nabeul",72205106,None
Lycée Ahd Jadid,Secondaire/Public,Tunis,"Kabaria ,Tunis",71374854,None
Lycée Ahmed Snoussi Gafsa,Secondaire/Public,Gafsa,"Rue Ahmed Snoussi ,Gafsa",76224659,None
Lycée Aicha Bellagha,Secondaire/Public,Tunis,"Rue de Marseille ,Tunis",71343605, lrmt_tunis@hotmail.com 
Lycée Ain Drahem,Secondaire/Public,Jendouba,"Ain Drahem ,Jendouba",78655254,None
Lycée Ain Mazouz Tabarka,Secondaire/Public,Jendouba,"Ain Mazzouz, Tabarka ,Jendouba",78670290,None
Lycée Al Aahd Al Jadid,Secondaire/Public,Sfax,"Skhira, Cité Touristique ,Sfax",74295322,None
Lycée Al Ahd El Jadid,Secondaire/Public,Béja,"Thibar ,Béja",78475008,None
Lycée Al Ahd Jadid,Secondaire/Public,Ariana,"Cité 2 Mars, Ettadhamen ,Ariana",71654368,None
Lycée Al Aouina,Secondaire/Public,Tunis,"Rue Ali Belhaouene, Aouina ,Tunis",70737126,None
Lycée Al Emtyez Tozeur,Secondaire/Public,Tozeur,"Cité Al Izdihar ,Tozeur",76460211,None
Lycée Al Ghriba,Secondaire/Public,Sfax,"Al Ghriba ,Sfax",74283610, ly714501@edunet.tn 
Lycée Al Haouaria,Secondaire/Public,Nabeul,"Rue La Plage, Al Haouaria ,Nabeul",72297041,None
Lycée Al Khalij,Secondaire/Public,Sfax,"Route Sidi Mansour ,Sfax",74872661,None
Lycée Al Mdhila,Secondaire/Public,Gafsa,"Cité El Nassim, Mdhila ,Gafsa",29621477,None
Lycée Al Mida,Secondaire/Public,Nabeul,"Rue Ibn Khaldoun, Al Mida ,Nabeul",72217237,None
Lycée Ali Belhouane Nabeul - LABN,Secondaire/Public,Nabeul,"Avenue Ali Belhouane ,Nabeul",72230285, lyceedjeune@hotmail.fr 
Lycée Ali Belhwene Béja,Secondaire/Public,Béja,"Rue Ali Belhwene ,Béja",78454428,None
Lycée Ali Ben Khalifa,Secondaire/Public,Sfax,"Rue 2 mars Bir Ali Ben Khalifa ,Sfax",74277049,None
Lycée Ali Bourguiba Mahres,Secondaire/Public,Sfax,"Route 2 Mars 1934, Mahres ,Sfax",74290005,None
Lycée Ali Douagi Marsa Saada,Secondaire/Public,Tunis,"2 Rue Imrou El Kais, La Marsa ,Tunis",22390959,None
Lycée Aloui,Secondaire/Public,Tunis,"Rue Tahar El Haddad ,Tunis",71253408,None
Lycée Aouled Hafouz,Secondaire/Public,Sidi Bouzid,"Route Sfax, Aouled Haffouz ,Sidi Bouzid",76678439,None
Lycée Avenue de L'Environnement,Secondaire/Public,Jendouba,"Avenue de L'ennvironnement, Bousalem ,Jendouba",78638420,None
Lycée Avicenne,Secondaire/Privé,Sidi Bouzid,"Cité des Jardins ,Sidi Bouzid",98252695/92350031, lycee.avicenne.sb@gmail.com 
Lycée Avicenne Gafsa,Secondaire/Public,Gafsa,"Rue Irak ,Gafsa",76200959,None
Lycée Avicenne Kabbaria,Secondaire/Public,Tunis,"Cité Avicenne, Kabbaria ,Tunis",75490622,None
Lycée Avicenne Sahloul,Secondaire/Privé,Sousse,"Près de service des mines ,Sousse Jawhara",73821120,None
Lycée Avicenne Sidi Bouzid,Secondaire/Public,Sidi Bouzid,"Cité des Jardins ,Sidi Bouzid",93350031, lycee.avicenne.sb@gmail.com 
Lycée Bab El Khadhra,Secondaire/Public,Tunis,"Rue Bechir Sfar ,Tunis",71784808,None
Lycée Bardo,Secondaire/Public,Tunis,"Bardo ,Tunis",71510207,None
Lycée Bechir Nabhani,Secondaire/Public,Ben Arous,"Rue Bechir Nabhani, Hammam Lif ,Ben Arous",71437475,None
Lycée Béchir Sfar Amdoun,Secondaire/Public,Béja,"Amdoun ,Béja",78469043,None
Lycée Belkhir,Secondaire/Public,Gafsa,"Route de Gabès, Belkhir ,Gafsa",76297237,None
Lycée Ben Arous,Secondaire/Public,Ben Arous,"Avenue Farhat Hachad ,Ben Arous",71382660,None
Lycée Bir Lahfi,Secondaire/Public,Sidi Bouzid,"Route Gafsa ,Sidi Bouzid",76677441,None
Lycée Blerijia,Secondaire/Public,Jendouba,"Boulerijia ,Jendouba",78629333,None
Lycée Borj Cedria,Secondaire/Public,Ben Arous,"Rue les jeunes, Borj Cedria ,Ben Arous",71430722,None
Lycée Borj Louzir,Secondaire/Public,Ariana,"Cité Hédi Nouira, Borj Louzir ,Ariana",71695833,None
Lycée Bousalem,Secondaire/Public,Jendouba,"Rue Habib Bourguiba, Bousalem ,Jendouba",78639548,None
Lycée Carthage Byrsa,Secondaire/Privé,Tunis,"17, Avenue du 2 Mars ,Carthage",71277646/27277646, lyceepriveebyrsa@planet.tn 
Lycée Carthage Dermech,Secondaire/Public,Tunis,"Rue Taieb M'hiri, Carthage ,Tunis",71731318,None
Lycée Carthage Hannibal,Secondaire/Public,Tunis,"Carthage ,Tunis",26561597/71731840,None
Lycée Carthage Présidence,Secondaire/Public,Tunis,"Rue Habib Bourguiba, Carthage ,Tunis",71774584,None
Lycée Chedli Khaznadar Teboursouk,Secondaire/Public,Béja,"Cité Ain Meska, Teboursouk ,Béja",53644396,None
Lycée Cité Al Bosten-Chiwa,Secondaire/Public,Nabeul,"Rue Al Amine Chabi, Cité Al Bosten ,Nabeul",53939558,None
Lycée Cité Ennasr,Secondaire/Public,Ariana,"Cité Ennasr, Ariana ,Ariana",71828331,None
Lycée Cité Errafaha,Secondaire/Public,Ariana,"Cité Rafaha, Mnihla ,Ariana",71557301,None
Lycée Cité Essourour,Secondaire/Public,Gafsa,"Rue Mohamed El Mokthar, Cité Essourour ,Gafsa",76224253,None
Lycée Cité Ibn Khaldoun,Secondaire/Public,Tunis,"Cité Ibn Khaldoun ,Tunis",71924161/98267109,None
Lycée Cité Salem - Bou Mhel,Secondaire/Public,Ben Arous,"Rue Hassan Hosni Abdel Wahab Bou Mhel el-Bassatine ,Ben Arous",71217588,None
Lycée Citée El Habib,Secondaire/Public,Sfax,"Cité El Habib ,Sfax",74666066,None
Lycée Dar Chaabene Fehri,Secondaire/Public,Nabeul,"Avenue de la Liberté, Dar Chaâbane El Fehri ,Nabeul",72363859,None
Lycée de Béni-Khiar,Secondaire/Public,Nabeul,"Avenue des Nations Unies ,Béni Khiar",72229084, lyceebenikhiar@gmail.com 
Lycée de Takelsa,Secondaire/Public,Nabeul,"Bir Mroua ,Takelsa",72396015,None
Lycée des Arts El Omran,Secondaire/Public,Tunis,"El Omran ,Tunis",71959824,None
Lycée El Amal Fouchana,Secondaire/Public,Ben Arous,"Cité Ennozha, Fouchana ,Ben Arous",71401670,None
Lycée El Amra,Secondaire/Public,Sfax,"Rue 14 Janvier, El Amra ,Sfax",74899333,None
Lycée El Attarine,Secondaire/Public,Ariana,"Avenue Al Attarine, Borj Baccouche ,Ariana",71702308/71715251,None
Lycée El Bechir Khraief,Secondaire/Public,Tozeur,"Cité Ben Fardjallah, Nafta ,Tozeur",76430222,None
Lycée El Emtiyez Sidi Hssine,Secondaire/Public,Tunis,"Route El Attar ,Tunis",71590650,None
Lycée El Guettar,Secondaire/Public,Gafsa,"Route de Gabes ,Gafsa",76286022,None
Lycée El Hadika,Secondaire/Public,Tunis,"Cité Tahrir ,Tunis",71510571,None
Lycée El Houssin Bouzaiene,Secondaire/Public,Gafsa,"Route Cité Ennour ,Gafsa",76220230,None
Lycée El Khmir,Secondaire/Public,Jendouba,"Route Jendouba, Ain Drahem ,Jendouba",78655007,None
Lycée El Regueb,Secondaire/Public,Sidi Bouzid,"Rue Farhat Hachad, El Regueb ,Sidi Bouzid",76640265,None
Lycée Elmahassen,Secondaire/Public,Tozeur,"Dguèche ,Tozeur",76425220,None
Lycée Emtiyez,Secondaire/Public,Jendouba,"Avenue Habib Bourguiba, Oued Meliz ,Jendouba",78690305,None
Lycée Emtiyez Sidi bouzid,Secondaire/Public,Sidi Bouzid,"Cité Awled Chalabi ,Sidi Bouzid",96802169, hala_klod@yahoo.com 
Lycée et Collège Esprit-Al Fikr,Secondaire/Privé,Ariana,"Z.I. Chotrana II B.P. 160، Pôle Technologique El Ghazela ,Ariana",70250070, Alfikr@esprit.tn 
Lycée et collège Pilote Privé Pythagore,Secondaire/Privé,Kairouan,"Rue El Emir Faicel ,Kairouan",77283283, lyceepythagore19@gmail.com 
Lycée et collège privé Avicenne Kairouan,Secondaire/Privé,Kairouan,"Rue des Nations Unies ,Kairouan",70035443/29092944,None
Lycée et Collège Privé Da Vinci School,Secondaire/Privé,Tunis,"1, bis, Rue El Maarri ,La Marsa",28198838, d.vincischool@gmail.com 
Lycée et collège Privé El Ahd Al Jadid,Secondaire/Privé,Monastir,"Rue de La République ,Jammel",29300875, sahbisl2017@gmail.com 
Lycée et Collège Privé EMS,Secondaire/Privé,Tunis,"3 Rue Socrates Berges du Lac 3 La Goulette ,La Goulette",71182205, emsschool2017@gmail.com 
Lycée et Collège Privé Habib Bourguiba,Secondaire/Privé,Sousse,"Avenue La Perle du Sahel Khezama Ouest ,Sousse",21813339, belavenirsousse@yahoo.fr 
Lycée et collège privé Ibn Rachik,Secondaire/Privé,Tunis,"6 Rue Mehrzi , Beb Souika ,Tunis",71561994/97587919,None
Lycée et Collège Privé l'Avenir,Secondaire/Privé,Béja,"Avenue Habib Thameur ,Béja",78458307/26269844, lavenir.lycee@gmail.com 
Lycée et Collège privé l'Excellence,Secondaire/Privé,Gabès,"Cité universitaire près du lycée pilote Gabes ,Gabès",75392030,None
Lycée et Collège Privé Les Pilotes,Secondaire/Privé,Bizerte,"Rue Farhat Hached ,Bizerte",29435217, lespilotesbizerte@gmail.com 
Lycée et collège Privé Pilote Elite,Secondaire/Privé,Kairouan,"Avenue Ibn Jazzar ,Kairouan",93775430/77277705, elitepilote@yahoo.fr 
Lycée et Collège Privé René Descartes,Secondaire/Privé,Ariana,"23, rue Medinet Kacim Ennasr 2 ,Ariana",70608555/70243639, contact@gsrdtunis.org 
Lycée et Collège Privé Voltaire,Secondaire/Privé,Monastir,"Zone industrielle Cité Riadh 1 ,Ksar Helal",73451856, college.voltaire.18@gmail.com 
Lycée Fadhel Ben Achour,Secondaire/Public,Sfax,"Route de Mahdia Km 10 Merkez Sebai ,Sfax",74832760,None
Lycée Faidh,Secondaire/Public,Sidi Bouzid,"Faidh ,Sidi Bouzid",76685050, youssef.zar@gmail.com 
Lycée Farhat Hached Kerkennah,Secondaire/Public,Sfax,"Remla, Kerkenah ,Sfax",74481012,None
LYCÉE FRANÇAIS PIERRE MENDES FRANCE,Secondaire/Privé,Tunis,"9 rue Pierre Mendes France – B.P. 125 – Tunis El Mahrajene ,El Menzah",70014900, pmf@ert.tn 
Lycée Ghardimaou,Secondaire/Public,Jendouba,"Avenue Ali Belahouane, Ghardimaou ,Jendouba",78661455,None
Lycée Gremda,Secondaire/Public,Sfax,"Route Bouzayen ,Sfax",74607603,None
Lycée Grombalia,Secondaire/Public,Nabeul,"Rue Kamel Ben Othmen ,Nabeul",72255184,None
Lycée Habib Bourguiba Hammem Laghzez,Secondaire/Public,Nabeul,"Rue de Karkouane ,Nabeul",72330085,None
Lycée Habib Maazoun Sfax,Secondaire/Public,Sfax,"Beb Bhar ,Sfax",74212268,None
Lycée Habib Thameur,Secondaire/Public,Sfax,"Route Gremda ,Sfax",74267950,None
Lycée Hamma Jerid,Secondaire/Public,Tozeur,"Cité El Hamma De Jerid ,Tozeur",76480200,None
Lycée Hammam Lif,Secondaire/Public,Ben Arous,"Avenue 20 Mars, Hammam Lif ,Ben Arous",71292143,None
Lycée Hannibal Ariana,Secondaire/Public,Ariana,"Rue de l'institut ,Ariana",71712751,None
Lycée Hassan Hosni Abdelwahab,Secondaire/Public,Ariana,"Cité Bassatine, Mnihla ,Ariana",71624671,None
Lycée Hatem Mekki,Secondaire/Public,Sfax,"Mahrez ,Sfax",74692200,None
Lycée Hawel El Ouedi,Secondaire/Public,Gafsa,"Hawel El Ouedi, Belkhir ,Gafsa",28078230,None
